CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days.2,Beg.2,End.2,Location,Limit,Enr,Av.Seats,Additional.Info,General.Education
30244,GEOL,215,A,Economic Geological Resources (Lab),4,S Shaver,TR,930,1045,R,1330,1630,Snowden Hall 109,10,16,Closed,Lab Science; Open only to juniors and seniors; Prerequisites: GEOL 121 and (CHEM 101 or CHEM 102 or CHEM 103),NA
30246,GEOL,314,A,Hydrology (Lab),4,A Fryar,TR,800,915,W,1330,1630,Snowden Hall 209,24,9,Available: 15,Lab Science; Prerequisite: GEOL 121,NA
30247,GEOL,325,A,Field and Structural Geology (Lab),4,B Potter,MWF,1100,1150,M,1330,1630,Van Ness Hall 121,20,14,Available: 6,Lab Science; Prerequisite: GEOL 121,NA
30248,GEOL,432,A,Senior Field Project,4,S Shaver,MWF,900,950,F,1330,1630,Snowden Hall 209,50,15,Available: 35,Open only to seniors pursuing majors in forestry, geology, natural resources, or natural resources and the environment; Senior Field Project Fee: $50,NA
Economics,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30093,ECON,101,A,Introduction to Economics,4,M St-Pierre,MWF,900,950,,NA,NA,Walsh-Ellett Hall 310,25,23,Available: 2,,NA
30094,ECON,101,B,Introduction to Economics,4,R Gottfried,MW,1100,1215,,NA,NA,Walsh-Ellett Hall 304,25,22,Available: 3,,NA
30095,ECON,101,C,Introduction to Economics,4,D Williams,TR,800,915,,NA,NA,Walsh-Ellett Hall 302,25,25,Closed,,NA
30096,ECON,101,D,Introduction to Economics,4,D Williams,TR,930,1045,,NA,NA,Walsh-Ellett Hall 302,25,28,Closed,,NA
30097,ECON,101,E,Introduction to Economics,4,B Kelly,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 304,25,25,Closed,,NA
30842,ECON,101,F,Introduction to Economics,4,B Ford,MWF,1000,1050,,NA,NA,Walsh-Ellett Hall 302,25,25,Closed,,NA
30098,ECON,216,A,Fundamentals of Managerial Accounting,4,C Heinemann,MW,1600,1730,,NA,NA,Walsh-Ellett Hall 308,20,14,Available: 6,Prerequisite: ECON 215,NA
30099,ECON,304,A,Labor Economics,4,M St-Pierre,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 302,20,19,Available: 1,Prerequisite: ECON 101,NA
30100,ECON,306,A,Macroeconomic Theory,4,Y Mohiuddin,TR,930,1045,,NA,NA,Walsh-Ellett Hall 310,20,24,Closed,Prerequisite: ECON 101,NA
30101,ECON,306,B,Macroeconomic Theory,4,Y Mohiuddin,TR,1100,1215,,NA,NA,Walsh-Ellett Hall 310,20,23,Closed,Prerequisite: ECON 101,NA
30102,ECON,309,A,Women in the Economy,4,Y Mohiuddin,W,1400,1630,,NA,NA,Walsh-Ellett Hall 310,15,16,Closed,Writing Intensive; Prerequisite: ECON 101,NA
30378,ECON,320,A,Investments,4,B Kelly,TR,1330,1445,,NA,NA,Walsh-Ellett Hall 310,25,21,Available: 4,Prerequisite: ECON 302,NA
30786,ECON,326,A,Growth Theory,4,M St-Pierre,MW,1245,1359,,NA,NA,Walsh-Ellett Hall 302,20,27,Closed,Prerequisite: ECON 101,NA
30103,ECON,330,A,Dynamics of the Financial System,4,B Kelly,TR,800,915,,NA,NA,Walsh-Ellett Hall 310,25,23,Available: 2,Prerequisite: ECON 101,NA
30841,ECON,331,A,Public Finance and Fiscal Policy,4,S Ford,M,1330,1600,,NA,NA,Walsh-Ellett Hall 310,20,22,Closed,Prerequisite: ECON 101,NA
30105,ECON,333,A,Econometrics,4,D Williams,MWF,800,850,,NA,NA,duPont Library G10,20,29,Closed,Prerequisites: ECON 101 and (STAT 204 or ECON 201),NA
30913,ECON,333,B,Econometrics,4,D Williams,MWF,900,950,,NA,NA,duPont Library G10,20,6,Available: 14,Prerequisites: ECON 101 and (STAT 204 or ECON 201),NA
30906,ECON,335,A,Environmental Economics,4,B Ford,MWF,1100,1150,,NA,NA,Walsh-Ellett Hall 202,20,23,Closed,Prerequisite: ECON 101,NA
30106,ECON,381,A,The Political Economy of Sustainable Development,4,R Gottfried,TR,1100,1215,,NA,NA,Woods Laboratories 341,20,25,Closed,Prerequisite: ECON 101,NA
Education,,NA,,,,,,NA,NA,,NA,NA,,NA,NA,,,NA
30107,EDUC,161,A,Introduction to Educational Psychology,4,M Wallace,TR,800,915,,NA,NA,Gailor Hall 202,16,17,Closed,Reserved Seats: juniors-2 (none available), sophomores-8 (3 available), returning freshmen-6 (none available); Observation in local schools required.,NA
30108,EDUC,161,B,Introduction to Educational Psychology,4,M Wallace,TR,1230,1345,,NA,NA,Gailor Hall 202,18,16,Available: 2 Reserved,Reserved Seats: seniors-3 (none available), juniors-3 (1 available), sophomores-6 (none available), returning freshmen-6 (4 available); Observation in local schools required.,NA
30109,EDUC,201,A,Instructional Technology: Digital Literacy and Learning,4,L Lyle,T,1300,1600,,NA,NA,duPont Library G10,18,23,Closed,Work with local teachers required.,NA
30110,EDUC,255,A,Introduction to Special Education,4,H Bateman,TR,1100,1215,,NA,NA,Woods Laboratories 340,16,22,Closed,Prerequisite: EDUC 161; Observation in local schools required.,NA
30111,EDUC,341,A,Methods and Materials of Teaching,4,L Lyle,M,1300,1600,,NA,NA,duPont Library G9D,12,11,Available: 1,Prerequisites: One course in education; Observations & teaching in local schools required.,NA
30112,EDUC,342,A,Student Teaching,8,L Lyle,MTWRF,800,1500,,NA,NA,TBA,10,3,Available: 7,Corequisite: EDUC 342; Corequisite: Educ 401,NA
