CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days 2,Beg 2,End 2,Location,Limit,Enr,Av Seats,Additional Info,General Education
,,,,,,,,,,,,,,,,,,
American Studies,,,,,,,,,,,,,,,,,,
15688,PSYC,208,A,Cognitive Psychology,4,H Craft,TR,1330,1445,,,,Woods Laboratories 341,25,25,Closed // Waitlist: 2,Non-Lab Science; Reserved Seats: new first-year students-5 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15689,PSYC,217,A,Motivation and Cognitive Control,4,B Tiernan,MW,1400,1515,,,,Woods Laboratories 341,26,26,Closed // Waitlist: 0,Reserved Seats: new first-year students-3 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,
15690,PSYC,222,A,Adult Development and Aging,4,N West,TR,800,915,,,,Woods Laboratories 341,25,25,Closed // Waitlist: 11,Non-Lab Science; Reserved Seats: new first-year students-4 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15691,PSYC,227,A,Health Psychology,4,K Coffey,MW,1530,1645,,,,Woods Laboratories 341,26,26,Closed // Waitlist: 4,Reserved Seats: new first-year students-5 (none available); Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,G5: Observing-Experimenting-Modeling
15692,PSYC,251,A,Research Methods and Data Analysis,4,J Coffey/A Bardi,MWF,1100,1150,M,1400,1700,Woods Laboratories 341,20,20,Closed // Waitlist: 6,Lab Science; Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15693,PSYC,251,B,Research Methods and Data Analysis,4,B Tiernan/E Taylor,TR,930,1045,T,1400,1700,Woods Laboratories 341,20,20,Closed // Waitlist: 6,Lab Science; Prerequisites: PSYC 100 or PSYC 101; Consent of professor required for late entry,G5E: Observing-Experimenting-Modeling (Experimental/Experiential)
15694,PSYC,358,A,Cognitive Psychology (Lab),4,K Yu,TR,1100,1215,W,1400,1700,Woods Laboratories 324,15,9,Available: 6,Lab Science; GMWI: Upper-Level (Major) Writing Intensive; Prerequisite: PSYC 251; Consent of professor required for late entry,
15695,PSYC,359,A,Advanced Behavioral Neuroscience (Lab),4,K Cammack,TR,930,1045,R,1400,1700,Woods Laboratories 324,15,13,Available: 2,Lab Science; GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: (PSYC 100 or PSYC 101) and PSYC 251 and PSYC 254; Consent of professor required for late entry,
15696,PSYC,408,A,Seminar in Abnormal Behavior,4,A Bardi,F,1400,1700,,,,Woods Laboratories 307,15,14,Available: 1,Prerequisites: PSYC 202 and three other courses in psychology; Consent of professor required for late entry,
15697,PSYC,411,A,Judgment and Decision-Making,4,K Yu,M,1400,1700,,,,Woods Laboratories 324,17,17,Closed // Waitlist: 7,Prerequisites: Four courses in psychology; Consent of professor required for late entry,
15698,PSYC,413,A,The Self-Concept and Self-Esteem,4,J Troisi,R,1400,1700,,,,Woods Laboratories 307,15,11,Available: 4,Prerequisites: PSYC 203 or PSYC 356 and three additional courses in psychology; Consent of professor required for late entry,
15699,PSYC,414,A,The Social Brain,4,B Tiernan,T,1400,1700,,,,Woods Laboratories 324,15,11,Available: 4,Prerequisites: PSYC 251 and (PSYC 225 or PSYC 254); Consent of professor required for late entry,
15822,PSYC,418,A,Psychology of Happiness and Meaning in Life,4,K Coffey,T,1930,2230,,,,Woods Laboratories 307,15,15,Closed // Waitlist: 9,Prerequisites: PSYC 251 and two additional PSYC courses; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Religious Studies,,,,,,,,,,,,,,,,,,
15814,RELG,117,A,Religion and Immigration in the United States,4,M Roberts,MW,1400,1515,,,,Walsh-Ellett Hall 308,22,20,Available: 2,Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15815,RELG,117,B,Religion and Immigration in the United States,4,M Roberts,MW,1530,1645,,,,Walsh-Ellett Hall 308,22,22,Closed // Waitlist: 0,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15589,RELG,119,A,"American Religious History: Contact, Exchange, Migration",4,K Curts,MW,1400,1515,,,,Spencer Hall 172,22,18,Available: 4,Reserved Seats: new first-year students-8 (1 available); Consent of professor required for late entry,G3: Seeking Meaning
15585,RELG,121,A,The Responsible Self,4,T Parker,TR,800,915,,,,Walsh-Ellett Hall 204,22,18,Available: 4,Reserved Seats: new first-year students-7 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15586,RELG,121,B,The Responsible Self,4,T Parker,TR,1100,1215,,,,Walsh-Ellett Hall 208,22,22,Closed // Waitlist: 0,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15812,RELG,122,A,Religion and Technology,4,K Curts,TR,1330,1445,,,,Walsh-Ellett Hall 208,22,22,Closed // Waitlist: 1,Reserved Seats: new first-year students-7 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15813,RELG,122,B,Religion and Technology,4,K Curts,TR,1500,1615,,,,Walsh-Ellett Hall 208,22,19,Available: 3,Reserved Seats: new first-year students-4 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15587,RELG,144,A,Introduction to the Bible II: New Testament,4,E Thurman,MWF,1100,1150,,,,Walsh-Ellett Hall 208,22,21,Available: 1,Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,"G1: Reading Closely,G3: Seeking Meaning"
15927,RELG,164,A,Studying Asian Religions (in the West),4,S Brown,MWF,800,850,,,,Walsh-Ellett Hall 208,22,19,Available: 3,Community Engagement; Reserved Seats: new first-year students-6 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15928,RELG,164,B,Studying Asian Religions (in the West),4,S Brown,MWF,1000,1050,,,,Walsh-Ellett Hall 208,22,21,Available: 1,Community Engagement; Consent of professor required for late entry,G3: Seeking Meaning
15594,RELG,201,A,The Spirit and Forms of Anglicanism,4,J Gatta,MWF,900,950,,,,Walsh-Ellett Hall 208,19,17,Available: 2,Reserved Seats: new first-year students-4 (none available); Consent of professor required for late entry,G3: Seeking Meaning
15588,RELG,243,A,Gospels,4,E Thurman,MWF,1300,1350,,,,Walsh-Ellett Hall 202,20,20,Closed // Waitlist: 0,Reserved Seats: new first-year students-8 (none available); Consent of professor required for late entry,"G1: Reading Closely,G3: Seeking Meaning"
15591,RELG,305,A,Religion and Animals,4,S Brown,TR,930,1045,,,,Snowden Hall 109,15,15,Closed // Waitlist: 3,Consent of professor required for late entry,
15590,RELG,312,A,Matter and Spirit,4,T Parker,M,1300,1600,,,,Spencer Hall 271,15,13,Available: 2,Consent of professor required for late entry,
15935,RELG,347,A,Race and Religion in the United States,4,M Roberts,R,1400,1700,,,,Walsh-Ellett Hall 204,15,14,Available: 1,Reserved Seats: new first-year students-3 (none available); Consent of professor required for late entry,G3: Seeking Meaning
,,,,,,,,,,,,,,,,,,
Russian,,,,,,,,,,,,,,,,,,
15897,RUSN,104,A,Elementary Russian II,4,M Preslar,MWF,900,950,T,1230,1320,Gailor Hall 224,18,13,Available: 5,Prerequisites: RUSN 103 or placement; Consent of professor required for late entry,
15900,RUSN,301,A,Advanced Russian,4,Y Ladygina,MWF,1100,1150,,,,Gailor Hall 224,18,10,Available: 8,Prerequisites: RUSN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15901,RUSN,304,A,Contemporary Russian in Cultural Context,4,Y Ladygina,MWF,1300,1350,,,,Gailor Hall 224,18,7,Available: 11,Prerequisites: RUSN 301 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15898,RUSN,362,A,Dostoevsky in English Translation,4,M Preslar,TR,930,1045,,,,Gailor Hall 224,18,17,Available: 1,GMWI: Upper-Level (Major) Writing Intensive; Consent of professor required for late entry,"G1: Reading Closely,G3: Seeking Meaning"
,,,,,,,,,,,,,,,,,,
School of Theology,,,,,,,,,,,,,,,,,,
15940,BIBL,332,A,Elementary Biblical Hebrew II,3,B Wright,MWF,1300,1350,,,,Hamilton Hall 217,15,0,Available: 15,Prerequisite: BIBL 331; Consent of professor required for late entry,
15947,BIBL,334,A,Intermediate Biblical Hebrew II,3,J Redding,T,1505,1705,,,,Hamilton Hall 217,8,0,Available: 8,Prerequisite: BIBL 332,
,,,,,,,,,,,,,,,,,,
Southern Appalachian and Place-Based Studies,,,,,,,,,,,,,,,,,,
15729,BIOL,232,A,Human Health and the Environment (Lab),4,D McGrath,MWF,1000,1050,W,1330,1630,Spencer Hall 164,16,16,Closed // Waitlist: 0,Lab Science; Prerequisite: BIOL 130; Consent of professor required for late entry,
15849,ENGL,394,A,Literature of the American South,4,J Grammer,TR,1100,1215,,,,Gailor Hall 128,22,22,Closed // Waitlist: 0,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15865,ENST,100,A,Walking the Land,4,B Potter,M,1300,1630,,,,Snowden Hall 119,20,20,Closed // Waitlist: 0,Reserved Seats: new first-year students-8 (none available); Consent of professor required for late entry,GFWI: Foundational Writing Intensive
15872,ENST,336,A,Environmental Land-Use Policy,4,D Carter,TR,930,1045,,,,Snowden Hall 202,19,18,Available: 1,Prerequisites: ENST 101 or ENST 200; Consent of professor required for late entry,
15823,HIST,235,A,Introduction to Public History,4,M Shea,TR,930,1045,,,,Gailor Hall 212,20,20,Closed // Waitlist: 0,Consent of professor required for late entry,
15882,POLS,210,A,The Politics of Poverty and Inequality,4,P Schneider,TR,930,1045,,,,Spencer Hall 172,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,G4: Exploring Past and Present
15883,POLS,210,B,The Politics of Poverty and Inequality,4,P Schneider,TR,1330,1445,,,,Spencer Hall 172,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,G4: Exploring Past and Present
15933,POLS,235,A,"U.S. Health Policy: National, State, and Local Contexts",4,L Attanasio,TR,800,915,,,,Walsh-Ellett Hall 304,25,24,Available: 1,"Open only to sophomores, juniors, and seniors; Consent of professor required for late entry",
15824,SAST,320,A,Place-based Research Methods and Heritage Site Interpretation,4,M Shea,T,1330,1630,,,,Spencer Hall 262,12,11,Available: 1,Community Engagement; Consent of professor required for late entry,
15826,SAST,325,A,"Food, Agriculture, and Social Justice in Southern Appalachia and Beyond",4,S Carmody,TR,1100,1215,,,,Spencer Hall 262,20,19,Closed // Waitlist: 12,Consent of professor required for late entry,
16009,SAST,325,B,"Food, Agriculture, and Social Justice in Southern Appalachia and Beyond",4,S Carmody,TR,800,915,,,,Spencer Hall 262,20,20,Closed // Waitlist: 0,Consent of professor required for late entry,
15825,SAST,330,A,History and Politics of Midwifery in the United States,4,L Attanasio,TR,930,1045,,,,Walsh-Ellett Hall 304,19,18,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15825,SAST,330,A,History and Politics of Midwifery in the United States,4,L Attanasio,TR,930,1045,,,,Walsh-Ellett Hall 304,19,18,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Spanish,,,,,,,,,,,,,,,,,,
15762,SPAN,104,A,Elementary Spanish II,4,B Sandlin,MWF,800,850,T,1230,1320,Gailor Hall 132,19,16,Available: 3,Prerequisites: SPAN 103; Consent of professor required for late entry,
15763,SPAN,104,B,Elementary Spanish II,4,B Sandlin,MWF,900,950,T,1330,1420,Gailor Hall 132,19,18,Available: 1,Prerequisites: SPAN 103; Consent of professor required for late entry,
15764,SPAN,113,A,Elementary Spanish: Accelerated Review Course,4,L Garcia-Santana,MWF,900,950,R,1230,1320,Snowden Hall 215,19,15,Available: 4,Prerequisites: Placement; Consent of professor required for late entry,
15765,SPAN,113,B,Elementary Spanish: Accelerated Review Course,4,L Garcia-Santana,MWF,1000,1050,T,1230,1320,Gailor Hall 130,19,19,Closed // Waitlist: 1,Prerequisites: Placement; Consent of professor required for late entry,
15766,SPAN,113,C,Elementary Spanish: Accelerated Review Course,4,L Burner,MWF,800,850,R,1330,1420,Gailor Hall 233,19,7,Available: 12,Prerequisites: Placement; Consent of professor required for late entry,
15767,SPAN,203,A,Intermediate Spanish,4,A Jordan,MWF,1200,1250,R,1230,1320,Gailor Hall 130,22,23,Closed // Waitlist: 1,Prerequisites: SPAN 104 or SPAN 113 or placement; Consent of professor required for late entry,
15768,SPAN,203,B,Intermediate Spanish,4,D Colbert-Goicoa,MWF,1000,1050,T,1230,1320,Gailor Hall 128,22,19,Available: 3,Prerequisites: SPAN 104 or SPAN 113 or placement; Consent of professor required for late entry,
15769,SPAN,203,C,Intermediate Spanish,4,A Jordan,MWF,1100,1150,R,1330,1420,Gailor Hall 130,22,22,Closed // Waitlist: 0,Prerequisites: SPAN 104 or SPAN 113 or placement; Consent of professor required for late entry,
16024,SPAN,203,D,Intermediate Spanish,4,A Mylonas-Leegstra,MWF,1000,1050,R,1330,1420,Gailor Hall 225,22,16,Available: 6,Prerequisites: SPAN 104 or SPAN 113 or placement; Consent of professor required for late entry,
15770,SPAN,300,A,Introduction to Hispanic Literature,4,A Mylonas-Leegstra,MWF,1200,1250,,,,Gailor Hall 132,19,19,Closed // Waitlist: 4,Prerequisites: SPAN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15771,SPAN,300,B,Introduction to Hispanic Literature,4,S Raulston,MWF,1300,1350,,,,Gailor Hall 132,19,19,Closed // Waitlist: 1,Prerequisites: SPAN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15772,SPAN,300,C,Introduction to Hispanic Literature,4,A Marquez-Gomez,TR,800,915,,,,Gailor Hall 132,19,19,Closed // Waitlist: 2,Prerequisites: SPAN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15773,SPAN,300,D,Introduction to Hispanic Literature,4,M Chinchilla,TR,930,1045,,,,Gailor Hall 132,19,19,Closed // Waitlist: 3,Prerequisites: SPAN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15774,SPAN,302,A,Cultural Survey of Spain II,4,S Raulston,MWF,900,950,,,,Gailor Hall 130,30,30,Closed // Waitlist: 0,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15775,SPAN,304,A,Cultural Survey of Latin America II,4,L Burner,MWF,1100,1150,,,,Gailor Hall 233,19,19,Closed // Waitlist: 0,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15776,SPAN,304,B,Cultural Survey of Latin America II,4,L Garcia-Santana,TR,930,1045,,,,Gailor Hall 130,19,18,Closed // Waitlist: 2,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15816,SPAN,392,A,Audiovisual Cultures in Latin America,4,A Marquez-Gomez,MW,1530,1645,,,,Gailor Hall 225,19,18,Closed // Waitlist: 1,Prerequisites: SPAN 301 or SPAN 302 or SPAN 303 or SPAN 304 or SPAN 391; Consent of professor required for late entry,G2: Understanding the Arts
15777,SPAN,409,A,Marvel and Margin in Latin American Culture,4,M Chinchilla,TR,1100,1215,,,,Gailor Hall 233,19,19,Closed // Waitlist: 1,Prerequisites: SPAN 303 and SPAN 304; Consent of professor required for late entry,
15778,SPAN,495,A,Senior Seminar,4,D Colbert-Goicoa,T,1400,1630,,,,Gailor Hall 002,19,13,Available: 6,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in Spanish; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Statistics,,,,,,,,,,,,,,,,,,
15659,STAT,204,A,Elementary Statistics,4,C Parrish,MWF,1200,1250,,,,duPont Library G31,22,22,Closed // Waitlist: 12,Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15660,STAT,204,B,Elementary Statistics,4,C Parrish,MWF,1300,1350,,,,duPont Library G31,22,22,Closed // Waitlist: 0,Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15661,STAT,204,C,Elementary Statistics,4,M Rudd,TR,1100,1215,,,,Woods Laboratories 134,22,22,Closed // Waitlist: 9,Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15662,STAT,204,D,Elementary Statistics,4,M Rudd,TR,1330,1445,,,,Woods Laboratories 134,22,22,Closed // Waitlist: 8,Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15663,STAT,214,A,Statistical Modeling,4,M Rudd,MWF,1300,1350,,,,Woods Laboratories 134,22,9,Available: 13,Prerequisite: STAT 204; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Theatre and Dance,,,,,,,,,,,,,,,,,,
15817,DANC,123,A,Tap I,2,C World,MWF,900,950,,,,Tennessee Williams Center 014,15,4,Available: 11,Consent of professor required for late entry,
15818,DANC,204,A,Ballet II,2,C World,TR,800,915,,,,Tennessee Williams Center 014,9,6,Available: 3,"Prerequisites: DANC 204, DANC 116, or placement; Consent of professor required for late entry",
15819,DANC,224,A,Dance Composition,4,C World,MWF,1200,1250,,,,Tennessee Williams Center 014,10,4,Available: 6,Consent of professor required for late entry,
15820,DANC,304,A,Ballet III,2,C World,TR,800,915,,,,Tennessee Williams Center 014,6,3,Available: 3,Prerequisite: DANC 204; Consent of professor required for late entry,
15603,THTR,101,A,Introduction to Theatre,4,E Wilder,TR,800,915,,,,Gailor Hall 130,25,26,Closed // Waitlist: 2,Reserved Seats: new first-year students-14 (none available); Consent of professor required for late entry,G2: Understanding the Arts
15604,THTR,112,A,Elements of Performance,4,P Smith,TR,930,1045,,,,Tennessee Williams Center 115,18,4,Available: 14,Open only to freshmen and sophomores; Prerequisites: THTR 103 or THTR 111; Consent of professor required for late entry,
15605,THTR,114,A,Elements of Design,4,D Backlund,TR,1100,1215,R,1400,1700,Tennessee Williams Center 114,9,9,Closed // Waitlist: 0,Open only to freshmen and sophomores; Consent of professor required for late entry,
15606,THTR,202,A,Stage Make-up for Performance,2,J Matthews,W,1400,1645,,,,Tennessee Williams Center 024,10,7,Available: 3,Consent of professor required for late entry,
15607,THTR,231,A,The Actor's Way of Work,4,J Crawford,TR,1330,1445,,,,Tennessee Williams Center 115,12,12,Closed // Waitlist: 1,Consent of professor required for late entry,
15608,THTR,301,A,Special Topics in Theatre Design and Technology: Advanced Costume Craft,2,J Matthews,MWF,1000,1050,,,,Tennessee Williams Center 018,12,12,Closed // Waitlist: 0,Consent of professor required for late entry,
15609,THTR,323,A,Aspects of Contemporary Theatre,4,P Smith,TR,1100,1215,,,,Tennessee Williams Center 115,15,4,Available: 11,Open only to juniors and seniors; Consent of professor required for late entry,
15821,THTR,340,A,Acting: Classic American Plays,4,J Crawford,MW,1400,1515,F,1400,1600,Tennessee Williams Center 115,12,2,Available: 10,Prerequisite: THTR 231; Consent of professor required for late entry,
15610,THTR,360,A,Computer Aided Design for Performance,4,D Backlund,T,1400,1700,,,,Tennessee Williams Center 114,9,2,Available: 7,Prerequisites: THTR 342 or ART 342 or THTR 344 or ART 344; Consent of professor required for late entry,
15611,THTR,361,A,Costume Design,4,J Matthews,MWF,1100,1150,M,1400,1600,Tennessee Williams Center 018,10,7,Available: 3,Consent of professor required for late entry,
15612,THTR,370,A,Design Studio: Model Making for the Theatre,2,D Backlund,W,1400,1700,,,,Tennessee Williams Center 114,9,1,Available: 8,Prerequisite: THTR 342; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Women's and Gender Studies,,,,,,,,,,,,,,,,,,
15541,CLST,350,A,Women and Gender in Classical Antiquity,4,S McCarter,MWF,800,850,,,,Gailor Hall 011,25,24,Available: 1,Reserved Seats: new first-year students-9 (none available); Consent of professor required for late entry,"G4: Exploring Past and Present,G6GK: Comprehending Cross-Culturally (Greek Culture),G6LT: Comprehending Cross-Culturally (Latin Culture)"
15957,ENGL,352,A,Chaucer,4,M Irvin,TR,1500,1645,,,,Gailor Hall 202,15,8,Available: 7,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15842,ENGL,358,A,Shakespeare II,4,R Macdonald,TR,1100,1215,,,,Gailor Hall 130,23,23,Closed // Waitlist: 0,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15843,ENGL,358,B,Shakespeare II,4,P Macfie,MWF,1100,1150,,,,Gailor Hall 128,22,21,Available: 1,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15844,ENGL,360,A,Renaissance Literature II,4,P Macfie,MWF,1200,1250,,,,Gailor Hall 114,15,15,Closed // Waitlist: 0,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15848,ENGL,390,A,Modern Drama,4,L Tucker,TR,1330,1445,,,,Gailor Hall 130,22,19,Available: 3,Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15560,HIST,120,A,Children and Childhood in History,4,K Whitmer,MWF,900,950,,,,Walsh-Ellett Hall 206,25,25,Closed // Waitlist: 0,Open only to freshmen and sophomores; Reserved Seats: new first-year students-14 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15575,HIST,375,A,The Outlaw in American Culture,4,J Berebitsky,M,1400,1630,,,,Spencer Hall 164,17,16,Available: 1,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15811,HIST,471,A,"Health, Medicine and Society in Early Modern Europe, 1400-1800",4,K Whitmer,F,1400,1630,,,,Walsh-Ellett Hall 204,16,10,Available: 6,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15598,INGS,308,A,Body Film:  Representing the Body in Contemporary World Cinema,4,J Beinek,MW,1530,1645,T,1930,2130,Gailor Hall 202,18,17,Available: 1,Consent of professor required for late entry,
15882,POLS,210,A,The Politics of Poverty and Inequality,4,P Schneider,TR,930,1045,,,,Spencer Hall 172,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,G4: Exploring Past and Present
15883,POLS,210,B,The Politics of Poverty and Inequality,4,P Schneider,TR,1330,1445,,,,Spencer Hall 172,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,G4: Exploring Past and Present
15888,POLS,307,A,Women in American Politics,4,M Crowder-Meyer,T,1400,1630,,,,Spencer Hall 151,15,13,Available: 2,GMWI: Upper-Level (Major) Writing Intensive; Not open to new first-year students; Consent of professor required for late entry,
15890,POLS,314,A,Civil Wars,4,M Dragojevic,T,1330,1600,,,,Walsh-Ellett Hall 202,20,20,Closed // Waitlist: 0,Not open to new first-year students; Consent of professor required for late entry,
15891,POLS,318,A,Comparative Politics: South America and Mexico,4,M Dragojevic,TR,800,915,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15892,POLS,319,A,Global Gender Issues,4,P Schneider,MW,1530,1645,,,,Spencer Hall 172,15,15,Closed // Waitlist: 0,GMWI: Upper-Level (Major) Writing Intensive; Not open to new first-year students; Consent of professor required for late entry,
15587,RELG,144,A,Introduction to the Bible II: New Testament,4,E Thurman,MWF,1100,1150,,,,Walsh-Ellett Hall 208,22,21,Available: 1,Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,"G1: Reading Closely,G3: Seeking Meaning"
15556,WMST,100,A,Introduction to Women's and Gender Studies,4,J Berebitsky,TR,930,1045,,,,Walsh-Ellett Hall 202,22,22,Closed // Waitlist: 2,"Open only to freshmen, sophomores, and juniors; Reserved Seats: new first-year students-11 (none available); Consent of professor required for late entry",G4: Exploring Past and Present
15557,WMST,448,A,Women's and Gender Studies Seminar,4,A Mansker,T,1930,2230,,,,Walsh-Ellett Hall 210,22,19,Available: 3,Open only to seniors pursuing programs in women's and gender studies; Consent of professor required for late entry,
