CRN,Subj,Num,Sec,Title,Hours,Faculty,Days,Beg,End,Days 2,Beg 2,End 2,Location,Limit,Enr,Av Seats,Additional Info,General Education
,,,,,,,,,,,,,,,,,,
American Studies,,,,,,,,,,,,,,,,,,
15783,FREN,300,A,Advanced French,4,J Ledford,MWF,800,850,,,,Gailor Hall 112,19,7,Available: 12,Prerequisites: FREN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15784,FREN,300,B,Advanced French,4,J Ledford,MWF,1100,1150,,,,Gailor Hall 112,19,19,Closed // Waitlist: 0,Prerequisites: FREN 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15785,FREN,301,A,Discovering Paris,4,L Ramsey,MWF,1100,1150,,,,Gailor Hall 132,20,19,Available: 1 Reserved,Reserved Seats: new first-year students-3 (1 available); Prerequisite: FREN 203; Consent of professor required for late entry,"G4: Exploring Past and Present,G6FR: Comprehending Cross-Culturally (French Culture)"
15786,FREN,313,A,Writing and Speaking French,4,J Ledford,MW,1530,1645,,,,Gailor Hall 112,15,9,Available: 6,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: FREN 300 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15787,FREN,314,A,"Introduction to Literature, Culture, and History of the French-Speaking World",4,K Mills,MWF,1000,1050,,,,Walsh-Ellett Hall 204,19,15,Available: 4,Prerequisites: FREN 300 or placement; Consent of professor required for late entry,"G1: Reading Closely,G6: Comprehending Cross-Culturally (Language)"
15790,FREN,409,A,Contemporary Literature,4,A Glacet,MWF,900,950,,,,Gailor Hall 110,19,19,Closed // Waitlist: 2,Prerequisites: FREN 314 or placement; Consent of professor required for late entry,
15788,FREN,417,A,Topics of the French-Speaking World,4,K Mills,MW,1400,1515,,,,Gailor Hall 202,19,12,Available: 7,Prerequisites: FREN 314 or placement; Consent of professor required for late entry,
15789,FREN,435,A,Senior Seminar,4,G Poe,R,1400,1630,,,,Gailor Hall 112,19,9,Available: 10,GMWI: Upper-Level (Major) Writing Intensive; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
German,,,,,,,,,,,,,,,,,,
15548,GRMN,104,A,Elementary German II,4,R Apgar,MWF,900,950,T,1230,1320,Gailor Hall 212,17,14,Available: 3,Prerequisites: GRMN 103 or placement; Consent of professor required for late entry,
15549,GRMN,104,B,Elementary German II,4,R Apgar,MWF,1000,1050,T,1330,1420,Gailor Hall 212,17,10,Available: 7,Prerequisites: GRMN 103 or placement; Consent of professor required for late entry,
15902,GRMN,300,A,Advanced German,4,R Zachau,MWF,1100,1150,,,,Gailor Hall 225,15,10,Available: 5,Prerequisites: GRMN 203 or placement.; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15550,GRMN,324,A,Literature of Berlin,4,R Zachau,MWF,1300,1350,,,,Gailor Hall 202,15,6,Available: 9,Prerequisites: GRMN 203 or higher or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15551,GRMN,354,A,Modern German Civilization,4,R Apgar,MW,1400,1515,,,,Gailor Hall 212,15,15,Closed // Waitlist: 0,Consent of professor required for late entry,G6GM: Comprehending Cross-Culturally (German Culture)
15903,GRMN,404,A,The Age of Goethe,4,L Allingham,TR,1330,1445,,,,Gailor Hall 202,15,8,Available: 7,Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
History,,,,,,,,,,,,,,,,,,
15560,HIST,120,A,Children and Childhood in History,4,K Whitmer,MWF,900,950,,,,Walsh-Ellett Hall 206,25,25,Closed // Waitlist: 4,Open only to freshmen and sophomores; Reserved Seats: new first-year students-14 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15561,HIST,121,A,"Consumer Culture and Its Discontents, 17th - 20th Centuries",4,A Mansker,MW,1400,1515,,,,Walsh-Ellett Hall 206,25,23,Available: 2,Open only to freshmen and sophomores; Reserved Seats: new first-year students-14 (1 available); Consent of professor required for late entry,G4: Exploring Past and Present
15562,HIST,127,A,"Atlantic Britons, 1500-1850",4,M Mitchell,TR,930,1045,,,,Walsh-Ellett Hall 306,25,25,Closed // Waitlist: 4,Open only to freshmen and sophomores; Reserved Seats: new first-year students-15 (1 available); Consent of professor required for late entry,G4: Exploring Past and Present
15563,HIST,128,A,Adventures at Sea: The Indian Ocean in World History,4,D Bhattacharjee,TR,1500,1615,,,,Walsh-Ellett Hall 306,25,25,Closed // Waitlist: 0,Open only to freshmen and sophomores; Reserved Seats: new first-year students-10 (none available); Consent of professor required for late entry,G4: Exploring Past and Present
15564,HIST,202,A,History of the United States II,4,E Senefeld,TR,930,1045,,,,Walsh-Ellett Hall 210,25,24,Closed: 1 Reserved // Waitlist: 3,Reserved Seats: new first-year students-8 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15565,HIST,206,A,History of Britain and Ireland II,4,M Mitchell,MWF,900,950,,,,Walsh-Ellett Hall 210,25,23,Closed: 2 Reserved // Waitlist: 2,Reserved Seats: new first-year students-7 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15566,HIST,208,A,"Russia: Revolution and Repression, War and Cold War, Collapse and Renewal",4,H Goldberg,TR,1100,1215,,,,Walsh-Ellett Hall 306,25,25,Closed // Waitlist: 11,Reserved Seats: new first-year students-10 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6RU: Comprehending Cross-Culturally (Russian Culture)"
15567,HIST,222,A,History of India and South Asia II,4,D Bhattacharjee,TR,1330,1445,,,,Walsh-Ellett Hall 304,25,15,Available: 10,Reserved Seats: new first-year students-3 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15823,HIST,235,A,Introduction to Public History,4,M Shea,TR,930,1045,,,,Gailor Hall 212,20,20,Closed // Waitlist: 6,Consent of professor required for late entry,
15568,HIST,267,A,Early Modern Germany: Reformation to Revolutions,4,K Whitmer,MWF,1100,1150,,,,Walsh-Ellett Hall 206,25,24,Closed: 1 Reserved // Waitlist: 3,Reserved Seats: new first-year students-8 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6GM: Comprehending Cross-Culturally (German Culture)"
15569,HIST,272,A,France Since 1815,4,A Mansker,TR,1500,1615,,,,Walsh-Ellett Hall 206,25,24,Available: 1,Reserved Seats: new first-year students-2 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6FR: Comprehending Cross-Culturally (French Culture)"
15570,HIST,283,A,Environmental History,4,R Levine,TR,1100,1215,,,,Walsh-Ellett Hall 304,25,25,Closed // Waitlist: 1,Reserved Seats: new first-year students-3 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15571,HIST,297,A,History of the Middle East II,4,N Roberts,MWF,1000,1050,,,,Walsh-Ellett Hall 206,26,26,Closed // Waitlist: 0,Reserved Seats: new first-year students-4 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6AR: Comprehending Cross-Culturally (Arabic Culture)"
15572,HIST,317,A,African-American Intellectual History,4,E Senefeld,M,1300,1530,,,,Walsh-Ellett Hall 208,16,15,Available: 1,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15573,HIST,319,A,The Arab-Israeli Conflict,4,N Roberts,T,1330,1600,,,,Walsh-Ellett Hall 204,16,15,Closed // Waitlist: 1,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15558,HIST,322,A,Southern Lives,4,J Willis,TR,1100,1215,,,,Walsh-Ellett Hall 204,15,11,Available: 4,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15574,HIST,327,A,The Old South,4,J Willis,MW,1400,1515,,,,Snowden Hall 215,25,25,Closed // Waitlist: 4,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15938,HIST,351,A,History of Modern India through Cinema and Literature,4,D Bhattacharjee,W,1300,1530,,,,Walsh-Ellett Hall 208,16,7,Available: 9,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15559,HIST,352,A,Junior Tutorial,4,W Register,W,1400,1630,,,,Walsh-Ellett Hall 204,16,10,Available: 6,GMWI: Upper-Level (Major) Writing Intensive; Open only to students pursuing majors in history; Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15575,HIST,375,A,The Outlaw in American Culture,4,J Berebitsky,M,1400,1630,,,,Spencer Hall 164,17,16,Closed // Waitlist: 3,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15576,HIST,382,A,"Global Segregation, Race, and Popular Culture in the United States and South Africa",4,R Levine,R,1330,1600,,,,Woods Laboratories 125,16,14,Available: 2,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15577,HIST,397,A,The Origins and Conduct of World War II,4,H Goldberg,TR,800,915,,,,Walsh-Ellett Hall 306,30,30,Closed // Waitlist: 0,Prerequisites: One course with attribute G4 including AP or IB credit and approval of the World War II program director required; Consent of professor required for late entry,
15578,HIST,410,A,"Five Centuries of Atlantic Slavery, 1400-1900",4,M Mitchell,TR,1330,1445,,,,Walsh-Ellett Hall 310,16,16,Closed // Waitlist: 0,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15810,HIST,421,A,The History of Sustainability and Sustainable Development,4,R Levine,F,1330,1600,,,,Carnegie Hall 013,16,8,Available: 8,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
16041,HIST,440,A,Honors Seminar,4,W Register,TBA,,,,,,TBA,10,3,Available: 7,Prerequisites: Professor consent and prerequisite override required,
15811,HIST,471,A,"Health, Medicine and Society in Early Modern Europe, 1400-1800",4,K Whitmer,F,1400,1630,,,,Walsh-Ellett Hall 204,16,10,Available: 6,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Humanities,,,,,,,,,,,,,,,,,,
15905,HUMN,104,A,"Experience, Expression, and Exchange: Texts and Contexts of the Medieval to Early Modern Worlds",4,S MacLaren,MWF,1000,1050,,,,Carnegie Hall 304,15,15,Closed // Waitlist: 11,Consent of professor required for late entry,"G2: Understanding the Arts,G3: Seeking Meaning,GFWI: Foundational Writing Intensive"
15906,HUMN,104,B,"Experience, Expression, and Exchange: Texts and Contexts of the Medieval to Early Modern Worlds",4,S Raulston,MWF,1000,1050,,,,Gailor Hall 202,15,16,Closed // Waitlist: 11,Consent of professor required for late entry,"G2: Understanding the Arts,G3: Seeking Meaning,GFWI: Foundational Writing Intensive"
15907,HUMN,104,C,"Experience, Expression, and Exchange: Texts and Contexts of the Medieval to Early Modern Worlds",4,R Macdonald,MWF,1000,1050,,,,Gailor Hall 114,15,15,Closed // Waitlist: 11,Consent of professor required for late entry,"G2: Understanding the Arts,G3: Seeking Meaning,GFWI: Foundational Writing Intensive"
15908,HUMN,104,D,"Experience, Expression, and Exchange: Texts and Contexts of the Medieval to Early Modern Worlds",4,S Batkie,MWF,1000,1050,,,,Gailor Hall 019,15,15,Closed // Waitlist: 11,Consent of professor required for late entry,"G2: Understanding the Arts,G3: Seeking Meaning,GFWI: Foundational Writing Intensive"
15910,HUMN,210,A,"Modern Intellectual Traditions: Marx, Nietzsche, Freud",4,A Moser,MW,1400,1515,,,,Gailor Hall 128,15,14,Available: 1,Consent of professor required for late entry,"G3: Seeking Meaning,G4: Exploring Past and Present"
15911,HUMN,210,B,"Modern Intellectual Traditions: Marx, Nietzsche, Freud",4,A Dahl,MW,1400,1515,,,,Gailor Hall 132,15,13,Available: 2,Consent of professor required for late entry,"G3: Seeking Meaning,G4: Exploring Past and Present"
15912,HUMN,210,C,"Modern Intellectual Traditions: Marx, Nietzsche, Freud",4,Y Ladygina,MW,1400,1515,,,,Gailor Hall 224,15,10,Available: 5,Consent of professor required for late entry,"G3: Seeking Meaning,G4: Exploring Past and Present"
15923,HUMN,233,A,Investigating Identity,4,L Allingham/P Malde,TR,1100,1215,,,,Gailor Hall 225,15,16,Closed // Waitlist: 4,Reserved Seats: new first-year students-5 (none available); Consent of professor required for late entry; Studio Art Fee-Malde: $250,"G2: Understanding the Arts,G3: Seeking Meaning"
,,,,,,,,,,,,,,,,,,
International & Global Studies,,,,,,,,,,,,,,,,,,
15580,ANTH,314,A,Colonialism and Culture,4,D Murdock,MWF,1000,1050,,,,Carnegie Hall 013,18,18,Closed // Waitlist: 0,Prerequisites: ANTH 104 or INGS 200 or WMST 100; Consent of professor required for late entry,
15580,ANTH,314,A,Colonialism and Culture,4,D Murdock,MWF,1000,1050,,,,Carnegie Hall 013,18,18,Closed // Waitlist: 0,Prerequisites: ANTH 104 or INGS 200 or WMST 100; Consent of professor required for late entry,
15582,ANTH,319,A,Medical Anthropology,4,R O'Connor,TR,930,1045,,,,Woods Laboratories 342,18,18,Closed // Waitlist: 0,Consent of professor required for late entry,
15539,ASIA,233,A,The Fantastical World of <em>Anime</em>,4,L Nuffer,MW,1400,1515,,,,Gailor Hall 233,25,25,Closed // Waitlist: 0,Consent of professor required for late entry,
15625,ECON,312,A,Health Economics,4,B Ford,MWF,1000,1050,,,,Walsh-Ellett Hall 304,20,20,Closed // Waitlist: 0,Prerequisite: ECON 101; Consent of professor required for late entry,
15632,ECON,335,A,Environmental Economics,4,A Elrod,TR,1330,1445,,,,Walsh-Ellett Hall 306,25,24,Available: 1,Prerequisite: ECON 101; Consent of professor required for late entry,
15839,ENGL,316,A,The Novel in the Global Age,4,D Ettensohn,MW,1530,1645,,,,Gailor Hall 110,15,13,Available: 2,GMWI: Upper-Level (Major) Writing Intensive; Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry,
15785,FREN,301,A,Discovering Paris,4,L Ramsey,MWF,1100,1150,,,,Gailor Hall 132,20,19,Available: 1 Reserved,Reserved Seats: new first-year students-3 (1 available); Prerequisite: FREN 203; Consent of professor required for late entry,"G4: Exploring Past and Present,G6FR: Comprehending Cross-Culturally (French Culture)"
15787,FREN,314,A,"Introduction to Literature, Culture, and History of the French-Speaking World",4,K Mills,MWF,1000,1050,,,,Walsh-Ellett Hall 204,19,15,Available: 4,Prerequisites: FREN 300 or placement; Consent of professor required for late entry,"G1: Reading Closely,G6: Comprehending Cross-Culturally (Language)"
15788,FREN,417,A,Topics of the French-Speaking World,4,K Mills,MW,1400,1515,,,,Gailor Hall 202,19,12,Available: 7,Prerequisites: FREN 314 or placement; Consent of professor required for late entry,
15788,FREN,417,A,Topics of the French-Speaking World,4,K Mills,MW,1400,1515,,,,Gailor Hall 202,19,12,Available: 7,Prerequisites: FREN 314 or placement; Consent of professor required for late entry,
15902,GRMN,300,A,Advanced German,4,R Zachau,MWF,1100,1150,,,,Gailor Hall 225,15,10,Available: 5,Prerequisites: GRMN 203 or placement.; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15551,GRMN,354,A,Modern German Civilization,4,R Apgar,MW,1400,1515,,,,Gailor Hall 212,15,15,Closed // Waitlist: 0,Consent of professor required for late entry,G6GM: Comprehending Cross-Culturally (German Culture)
15565,HIST,206,A,History of Britain and Ireland II,4,M Mitchell,MWF,900,950,,,,Walsh-Ellett Hall 210,25,23,Available: 2,Reserved Seats: new first-year students-7 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15566,HIST,208,A,"Russia: Revolution and Repression, War and Cold War, Collapse and Renewal",4,H Goldberg,TR,1100,1215,,,,Walsh-Ellett Hall 306,25,25,Closed // Waitlist: 0,Reserved Seats: new first-year students-10 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6RU: Comprehending Cross-Culturally (Russian Culture)"
15567,HIST,222,A,History of India and South Asia II,4,D Bhattacharjee,TR,1330,1445,,,,Walsh-Ellett Hall 304,25,15,Available: 10,Reserved Seats: new first-year students-3 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,G4: Exploring Past and Present
15568,HIST,267,A,Early Modern Germany: Reformation to Revolutions,4,K Whitmer,MWF,1100,1150,,,,Walsh-Ellett Hall 206,25,24,Available: 1,Reserved Seats: new first-year students-8 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6GM: Comprehending Cross-Culturally (German Culture)"
15569,HIST,272,A,France Since 1815,4,A Mansker,TR,1500,1615,,,,Walsh-Ellett Hall 206,25,24,Available: 1,Reserved Seats: new first-year students-2 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6FR: Comprehending Cross-Culturally (French Culture)"
15571,HIST,297,A,History of the Middle East II,4,N Roberts,MWF,1000,1050,,,,Walsh-Ellett Hall 206,26,26,Closed // Waitlist: 0,Reserved Seats: new first-year students-4 (none available); Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,"G4: Exploring Past and Present,G6AR: Comprehending Cross-Culturally (Arabic Culture)"
15573,HIST,319,A,The Arab-Israeli Conflict,4,N Roberts,T,1330,1600,,,,Walsh-Ellett Hall 204,16,15,Available: 1,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15938,HIST,351,A,History of Modern India through Cinema and Literature,4,D Bhattacharjee,W,1300,1530,,,,Walsh-Ellett Hall 208,16,7,Available: 9,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15577,HIST,397,A,The Origins and Conduct of World War II,4,H Goldberg,TR,800,915,,,,Walsh-Ellett Hall 306,30,30,Closed // Waitlist: 0,Prerequisites: One course with attribute G4 including AP or IB credit and approval of the World War II program director required; Consent of professor required for late entry,
15578,HIST,410,A,"Five Centuries of Atlantic Slavery, 1400-1900",4,M Mitchell,TR,1330,1445,,,,Walsh-Ellett Hall 310,16,16,Closed // Waitlist: 0,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15810,HIST,421,A,The History of Sustainability and Sustainable Development,4,R Levine,F,1330,1600,,,,Carnegie Hall 013,16,8,Available: 8,Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry,
15595,INGS,101,A,Geopolitics of Everyday Life,4,N Swanson,MWF,900,950,,,,Woods Laboratories 340,20,19,Available: 1,Consent of professor required for late entry,
15596,INGS,200,A,Introduction to International and Global Studies,4,E Asiedu-Acquah,TR,930,1045,,,,Woods Laboratories 123,25,24,Available: 1,Open only to sophomores; Consent of professor required for late entry,
15597,INGS,200,B,Introduction to International and Global Studies,4,E Asiedu-Acquah,TR,1100,1215,,,,Woods Laboratories 123,25,24,Available: 1,Open only to sophomores; Consent of professor required for late entry,
15932,INGS,209,A,"Mapping from the Margins: Power, Geographic Knowledge, and Struggle",4,N Swanson,MWF,1100,1150,,,,Woods Laboratories 342,20,19,Closed // Waitlist: 1,Consent of professor required for late entry,
15598,INGS,308,A,Body Film:  Representing the Body in Contemporary World Cinema,4,J Beinek,MW,1530,1645,T,1930,2130,Gailor Hall 202,18,17,Available: 1,Consent of professor required for late entry,
15937,INGS,315,A,"Borders, Mobilities, and Resistance in the Arab World",4,N Swanson,MW,1400,1515,,,,Spencer Hall 262,18,18,Closed // Waitlist: 0,Consent of professor required for late entry,
15798,MUSC,224,A,Musics of Latin America,4,C Leal,MW,1530,1645,,,,Guerry Hall 131,18,11,Available: 7,Prerequisite: MUSC 101; Consent of professor required for late entry,G6SP: Comprehending Cross-Culturally (Spanish/Hispanic Culture)
15759,PHIL,215,A,Chinese Philosophy,4,J Peterman,TR,930,1045,,,,Carnegie Hall 201,23,23,Closed // Waitlist: 0,Consent of professor required for late entry,
15886,POLS,228,A,The Politics of the Modern Middle East and North Africa,4,J Mecellem,TR,1100,1215,,,,Woods Laboratories 216,26,25,Available: 1,Reserved Seats: new first-year students-1 (none available); Prerequisites: POLS 103 or POLS 150; Consent of professor required for late entry,G4: Exploring Past and Present
15890,POLS,314,A,Civil Wars,4,M Dragojevic,T,1330,1600,,,,Walsh-Ellett Hall 202,20,20,Closed // Waitlist: 0,Not open to new first-year students; Consent of professor required for late entry,
15891,POLS,318,A,Comparative Politics: South America and Mexico,4,M Dragojevic,TR,800,915,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15891,POLS,318,A,Comparative Politics: South America and Mexico,4,M Dragojevic,TR,800,915,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Consent of professor required for late entry,
15892,POLS,319,A,Global Gender Issues,4,P Schneider,MW,1530,1645,,,,Spencer Hall 172,15,15,Closed // Waitlist: 0,GMWI: Upper-Level (Major) Writing Intensive; Not open to new first-year students; Consent of professor required for late entry,
15895,POLS,365,A,Global Institutions and Policies,4,R Manacsa,MWF,1000,1050,,,,Spencer Hall 172,20,19,Available: 1,Not open to new first-year students; Prerequisites: POLS 150 or INGS 200; Consent of professor required for late entry,
15896,POLS,412,A,Terrorism and Global Security,4,R Manacsa,F,1300,1530,,,,Spencer Hall 164,15,15,Closed // Waitlist: 0,GMWI: Upper-Level (Major) Writing Intensive; Open only to juniors and seniors; Prerequisites: POLS 150 or POLS 270; Consent of professor required for late entry,
15901,RUSN,304,A,Contemporary Russian in Cultural Context,4,Y Ladygina,MWF,1300,1350,,,,Gailor Hall 224,18,7,Available: 11,Prerequisites: RUSN 301 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
15774,SPAN,302,A,Cultural Survey of Spain II,4,S Raulston,MWF,900,950,,,,Gailor Hall 130,30,30,Closed // Waitlist: 0,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15775,SPAN,304,A,Cultural Survey of Latin America II,4,L Burner,MWF,1100,1150,,,,Gailor Hall 233,19,19,Closed // Waitlist: 0,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15776,SPAN,304,B,Cultural Survey of Latin America II,4,L Garcia-Santana,TR,930,1045,,,,Gailor Hall 130,19,18,Available: 1,Prerequisites: One 300-level course in Spanish or placement; Consent of professor required for late entry,"G4: Exploring Past and Present,G6: Comprehending Cross-Culturally (Language)"
15777,SPAN,409,A,Marvel and Margin in Latin American Culture,4,M Chinchilla,TR,1100,1215,,,,Gailor Hall 233,19,19,Closed // Waitlist: 0,Prerequisites: SPAN 303 and SPAN 304; Consent of professor required for late entry,
15778,SPAN,495,A,Senior Seminar,4,D Colbert-Goicoa,T,1400,1630,,,,Gailor Hall 002,19,13,Available: 6,GMWI: Upper-Level (Major) Writing Intensive; Open only to seniors pursuing majors in Spanish; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Italian,,,,,,,,,,,,,,,,,,
15801,ITAL,104,A,Elementary Italian II,4,J Perna,MWF,1000,1050,T,1230,1320,Gailor Hall 110,20,19,Available: 1,Prerequisites: ITAL 103 or placement; Consent of professor required for late entry,
15802,ITAL,104,B,Elementary Italian II,4,J Perna,MWF,1100,1150,T,1330,1420,Gailor Hall 110,20,13,Available: 7,Prerequisites: ITAL 103 or placement; Consent of professor required for late entry,
15803,ITAL,301,A,Introduction to Italian Literature,4,J Perna,MW,1400,1515,,,,Gailor Hall 002,20,6,Available: 14,Prerequisites: ITAL 203 or placement; Consent of professor required for late entry,G6: Comprehending Cross-Culturally (Language)
,,,,,,,,,,,,,,,,,,
Library Resources,,,,,,,,,,,,,,,,,,
15939,LIBR,101,A,Library Resources,2,H Syler,W,1400,1600,,,,duPont Library G10,17,15,Available: 2,Consent of professor required for late entry,
16034,LIBR,101,B,Library Resources,2,D Wigner,T,1330,1500,,,,duPont Library G10,15,5,Available: 10,Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Mathematics,,,,,,,,,,,,,,,,,,
15647,MATH,100,A,Topics in Mathematics: Mathematics in Sports,4,D Drinen,MWF,1100,1150,,,,Woods Laboratories 121,25,25,Closed // Waitlist: 10,Reserved Seats: new first-year students-15 (none available); Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15648,MATH,100,B,Topics in Mathematics: A Liberal Arts Approach to Calculus,4,J Cunningham,TR,800,915,,,,Woods Laboratories 113,25,21,Available: 4,Reserved Seats: new first-year students-11 (1 available); Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15649,MATH,101,A,Calculus I,4,L Duffee,MWF,900,950,,,,Woods Laboratories 113,25,24,Available: 1,Reserved Seats: new first-year students-14 (none available); Prerequisites: Placement; Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15650,MATH,101,B,Calculus I,4,L Duffee,MWF,1000,1050,,,,Woods Laboratories 113,25,25,Closed // Waitlist: 8,Reserved Seats: new first-year students-14 (none available); Prerequisites: Placement; Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15651,MATH,101,C,Calculus I,4,J Bateman,TR,1500,1615,,,,Woods Laboratories 121,25,25,Closed // Waitlist: 3,Reserved Seats: new first-year students-15 (none available); Prerequisites: Placement; Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15652,MATH,102,A,Calculus II,4,E Puckette,MWF,800,850,,,,Woods Laboratories 121,25,21,Available: 4,Reserved Seats: new first-year students-14 (1 available); Prerequisites: MATH 101 or placement; Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15653,MATH,207,A,Multidimensional Calculus,4,D Drinen,MWF,900,950,T,1330,1445,Woods Laboratories 121,25,25,Closed // Waitlist: 0,Prerequisites: MATH 102 or placement; Consent of professor required for late entry,G5Q: Observing-Experimenting-Modeling (Quantitative/Algorithmic/Abstract Logical Reasoning)
15654,MATH,210,A,Linear Algebra,4,J Cunningham,TR,930,1045,,,,Woods Laboratories 113,20,10,Available: 10,Prerequisites: MATH 102 or placement; Consent of professor required for late entry,
15655,MATH,212,A,Differential Equations,4,L Duffee,TR,800,915,,,,Woods Laboratories 121,26,26,Closed // Waitlist: 0,Prerequisites: MATH 102 or placement; Consent of professor required for late entry,
15656,MATH,215,A,Discrete Mathematical Structures,4,K Cavagnaro,TR,1330,1445,,,,Woods Laboratories 113,20,11,Available: 9,Prerequisites: MATH 101 or higher or placement; Consent of professor required for late entry,
15657,MATH,322,A,Probability and Statistics II,4,E Puckette,MWF,1000,1050,,,,Woods Laboratories 121,20,9,Available: 11,Prerequisite: MATH 321; Consent of professor required for late entry,
15658,MATH,332,A,Mathematical Modeling,4,K Cavagnaro,TR,1100,1215,,,,Woods Laboratories 121,20,15,Available: 5,Prerequisites: MATH 215 and CSCI 157; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
Medical Humanities,,,,,,,,,,,,,,,,,,
15996,MHUM,103,A,Biological and Cultural Aspects of Diabetes,2,A Summers,M,1930,2100,,,,Spencer Hall 164,19,14,Available: 5,Prerequisites: One course with attribute G5 or G5E including AP or IB credit; Consent of professor required for late entry,
15555,MHUM,110,A,Introduction to Sociology and Human Health,4,D Rasch,M,1930,2230,,,,Spencer Hall 172,25,24,Available: 1,Prerequisites: BIOL 133 and CHEM 120; Consent of professor required for late entry,
,,,,,,,,,,,,,,,,,,
